"id","name_zh","name_en","expansion","type","lvl","boss_count","mech_count","avg_mech_chars","bilingual_pct","desc_bilingual_pct","role_tips","mnemonic_count","grade"
"storms_crown","風暴之冠","Storm's Crown","6.x 曉月之終途 (Endwalker)","trial","90","1","5","19.2","100","100","1","4","shallow"
"storms_crown_extreme","風暴之冠 (極)","Storm's Crown (Extreme)","6.x 曉月之終途 (Endwalker)","trial","90","1","5","21.4","100","100","1","4","fair"
"strayborough_deadwalk","迷途亡靈巡步","The Strayborough Deadwalk","7.x 黃金的遺產 (Dawntrail)","dungeon","100","3","17","110.9","76.5","0","3","3","fair"
"striking_tree_extreme","衝擊之樹 (殲殛戰)","The Striking Tree (Extreme)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","139.9","100","0","1","3","fair"
"striking_tree_hard","衝擊之樹 (殲滅戰)","The Striking Tree (Hard)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","132.8","100","0","1","3","fair"
"sunken_temple_of_qarn","卡恩沉沒之廟","The Sunken Temple of Qarn","2.x 重生之境 (A Realm Reborn)","dungeon","38","3","14","78.6","71.4","0","4","3","fair"
"sunken_temple_of_qarn_hard","卡恩沉沒神殿 (高難度)","Sunken Temple of Qarn (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","9","14.3","88.9","100","4","3","shallow"
"swallows_compass","燕子方陣","The Swallow's Compass","4.x 紅蓮之狂潮 (Stormblood)","dungeon","70","3","15","32.2","86.7","86.7","6","3","good"
"syrcus_tower","席爾克斯塔","Syrcus Tower","2.x 重生之境 (A Realm Reborn)","alliance","50","4","15","67.4","100","0","4","4","fair"
"tamtara_deepcroft","坦塔拉墓地","The Tam-Tara Deepcroft","2.x 重生之境 (A Realm Reborn)","dungeon","19","2","6","75","50","0","0","3","fair"
"tamtara_deepcroft_hard","坦塔拉墓地（零式）","The Tam-Tara Deepcroft (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","9","39.2","88.9","88.9","7","4","good"
"temple_of_the_fist","拳鬥神殿","The Temple of the Fist","4.x 紅蓮之狂潮 (Stormblood)","dungeon","67","3","9","12.3","100","100","3","3","shallow"
"tender_valley","豔翼之野","Tender Valley","7.x 黃金的遺產 (Dawntrail)","dungeon","100","3","18","29.7","100","100","6","3","fair"
"thaleia","豐饒之神","Thaleia","6.x 曉月之終途 (Endwalker)","raid","90","3","10","17.1","100","100","5","3","shallow"
"thok_ast_thok_extreme","托克托克殲殛戰","Thok ast Thok (Extreme)","3.x 蒼穹的禁城 (Heavensward)","trial","60","1","8","46.2","87.5","100","4","5","excellent"
"thok_ast_thok_hard","托克托克殲滅戰","Thok ast Thok (Hard)","3.x 蒼穹的禁城 (Heavensward)","trial","58","1","12","39.7","100","100","4","4","good"
"thornmarch_extreme","荊棘進軍 (殲殛戰)","Thornmarch (Extreme)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","40.8","87.5","0","0","3","fair"
"thornmarch_hard","荊棘進軍 (殲滅戰)","Thornmarch (Hard)","2.x 重生之境 (A Realm Reborn)","trial","50","1","3","153","66.7","0","0","3","shallow"
"thousand_maws_of_totorak","托托拉克千獄","The Thousand Maws of Toto-Rak","2.x 重生之境 (A Realm Reborn)","dungeon","27","2","5","89.6","100","0","0","3","fair"
"tower_at_paradigms_breach","範式之塔","The Tower at Paradigm's Breach","5.x 漆黑的反叛者 (Shadowbringers)","raid","80","4","12","14.2","100","100","5","4","shallow"
"tower_of_babil","巴別塔","The Tower of Babil","6.x 曉月之終途 (Endwalker)","dungeon","83","3","9","20.7","100","88.9","3","3","fair"
"tower_of_zot","佐特塔","The Tower of Zot","6.x 曉月之終途 (Endwalker)","dungeon","81","3","9","20.1","100","100","3","3","fair"
"twinning","雙頭","The Twinning","5.x 漆黑的反叛者 (Shadowbringers)","dungeon","80","3","9","17.2","100","100","2","3","shallow"
"underkeep","地下要塞","The Underkeep","7.x 黃金的遺產 (Dawntrail)","dungeon","100","3","13","93.8","76.9","0","5","3","fair"
"unending_coil_of_bahamut_ultimate","巴哈姆特絕境戰","The Unending Coil of Bahamut (Ultimate)","4.x 紅蓮之狂潮 (Stormblood)","ultimate","70","5","41","42.9","95.1","100","21","6","excellent"
"unmaking","解構","The Unmaking","7.x 黃金的遺產 (Dawntrail)","trial","100","1","15","93.1","53.3","0","3","3","fair"
"urths_fount","大地之泉","Urth's Fount","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","69","62.5","0","3","3","fair"
"vanaspati","瓦那斯帕底","Vanaspati","6.x 曉月之終途 (Endwalker)","dungeon","85","3","9","15.4","100","100","4","3","shallow"
"vanguard","先鋒","Vanguard","7.x 黃金的遺產 (Dawntrail)","dungeon","98","3","20","97.8","70","0","7","3","fair"
"vault","天穹宮","The Vault","3.x 蒼穹的禁城 (Heavensward)","dungeon","57","3","16","24.6","81.2","100","4","3","fair"
"voidcast_dais","虛空召喚台","The Voidcast Dais","6.x 曉月之終途 (Endwalker)","trial","90","1","6","18.5","100","100","3","5","shallow"
"voidcast_dais_extreme","虛空召喚台 (極)","The Voidcast Dais (Extreme)","6.x 曉月之終途 (Endwalker)","trial","90","1","6","20.2","100","100","3","4","fair"
"void_ark","虛無方舟","The Void Ark","3.x 蒼穹的禁城 (Heavensward)","alliance","60","5","38","117","78.9","5.3","4","5","fair"
"wanderers_palace","流浪者皇宮","The Wanderer's Palace","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","17","100.2","76.5","0","0","3","fair"
"wanderers_palace_hard","流浪者皇宮 (困難)","The Wanderer's Palace (Hard)","2.x 重生之境 (A Realm Reborn)","dungeon","50","3","8","41.8","87.5","25","2","3","fair"
"weapons_refrain_ultimate","究極神兵絕境戰","The Weapon's Refrain (Ultimate)","4.x 紅蓮之狂潮 (Stormblood)","ultimate","70","5","35","41.4","97.1","100","21","5","excellent"
"weeping_city_of_mhach","慟哭之都姆哈奇","The Weeping City of Mhach","3.x 蒼穹的禁城 (Heavensward)","alliance","60","4","13","73.4","84.6","15.4","2","4","fair"
"whorleater_extreme","海濤戰艦 (殲殛戰)","The Whorleater (Extreme)","2.x 重生之境 (A Realm Reborn)","trial","50","1","8","21.8","100","0","0","3","fair"
"whorleater_hard","海濤戰艦 (殲滅戰)","The Whorleater (Hard)","2.x 重生之境 (A Realm Reborn)","trial","50","1","4","53","100","0","2","3","shallow"
"windurst_the_third_walk","溫達斯：第三巡行","Windurst: The Third Walk","7.x 黃金的遺產 (Dawntrail)","alliance","100","4","55","115.2","87.3","0","15","4","fair"
"windward_wilds","西風荒野","The Windward Wilds","7.x 黃金的遺產 (Dawntrail)","trial","100","1","14","126.7","78.6","0","3","3","fair"
"windward_wilds_extreme","西風荒野（殲殛戰）","The Windward Wilds (Extreme)","7.x 黃金的遺產 (Dawntrail)","trial","100","1","1","40","0","100","0","3","shallow"
"world_of_darkness","暗之世界","The World of Darkness","2.x 重生之境 (A Realm Reborn)","alliance","50","4","22","57.3","86.4","0","2","4","fair"
"worqor_lar_dor","豔翼蛇鳥殲滅戰","Worqor Lar Dor","7.x 黃金的遺產 (Dawntrail)","trial","100","1","20","37.9","100","100","9","5","good"
"worqor_lar_dor_extreme","豔翼蛇鳥殲殛戰","Worqor Lar Dor (Extreme)","7.x 黃金的遺產 (Dawntrail)","trial","100","1","32","41.9","93.8","100","12","6","excellent"
"worqor_zormor","圖拉夜空","Worqor Zormor","7.x 黃金的遺產 (Dawntrail)","dungeon","94","3","19","42.1","100","100","8","3","excellent"
"wreath_of_snakes","群蛇環繞","The Wreath of Snakes","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","5","15.6","100","100","2","4","shallow"
"wreath_of_snakes_extreme","群蛇環繞 (極)","The Wreath of Snakes (Extreme)","4.x 紅蓮之狂潮 (Stormblood)","trial","70","1","6","13.7","100","100","3","4","shallow"
"xelphatol","薩烏塞爾巴塔","Xelphatol","3.x 蒼穹的禁城 (Heavensward)","dungeon","60","3","15","53.5","80","0","4","3","fair"
"yuweyawata_field_station","尤威亞瓦塔野外實驗場","Yuweyawata Field Station","7.x 黃金的遺產 (Dawntrail)","dungeon","100","3","15","28.1","100","100","8","3","fair"
